name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
1595927_20ch0,220720,1595927,1595953,19:03:22.665000000,19:03:22.665000000,413.4972480932614,386.39358172723314,398.1205847478876,47700.0,1536.75144212722,3.939843905300594,ch0,0,0,0,2.3476973362843734,-0.26975507,407.73843,7515.902,258.0358,0.0,0.16268484
1605433_20ch0,220720,1605433,1605451,19:03:23.273000000,19:03:23.273000000,278.3011510928702,272.02941017470886,286.0069929215018,30100.0,805.2691193458118,1.7143746265675657,ch0,12,0,0,1.8220479297724288,-0.26975507,407.73843,7515.902,258.0358,0.0054970975,0.18796568
1605433_20ch0,220720,1605433,1605442,19:03:23.273000000,19:03:23.273000000,131.58443686999348,108.16653826391968,122.06555615733704,3200.0,248.63961030678928,1.5373784551322265,ch0,0,0,0,2.666289189892433,-0.26975507,407.73843,7515.902,258.0358,0.0054970975,0.18796568
1627673_20ch0,220720,1627673,1627770,19:03:24.521000000,19:03:24.521000000,995.9827205809036,1011.3357503816426,1021.5674231297708,221400.0,4922.680733252853,8.709953959735808,ch0,0,70,0,2.487781452403019,-0.18200609,407.65503,7517.9053,257.95425,0.0148163,0.12949371
1627673_20ch0,220720,1627673,1627686,19:03:24.521000000,19:03:24.521000000,160.78160504038289,158.11388300841895,172.04650534085255,12700.0,548.3452377915607,1.8840592970779453,ch0,0,2,0,1.3164065824471916,-0.18200609,407.65503,7517.9053,257.95425,0.0148163,0.12949371
1637019_20ch0,220720,1637019,1637031,19:03:24.927000000,19:03:24.927000000,150.68881245484158,144.22205101855957,158.11388300841895,8600.0,531.776695296637,2.616678019739165,ch0,0,0,0,1.231107433585817,-0.18200609,407.65503,7517.9053,257.95425,0.0004911386,0.22062069
1637019_20ch0,220720,1637019,1637046,19:03:24.927000000,19:03:24.927000000,254.1472360121536,278.92651361962703,291.20439557122074,39400.0,1260.1828996322963,3.207458738779488,ch0,0,0,0,1.1112848754846467,-0.18200609,407.65503,7517.9053,257.95425,0.0004911386,0.22062069
1642254_20ch0,220720,1642254,1642273,19:03:25.176000000,19:03:25.176000000,228.221814701408,194.164878389476,206.15528128088303,7900.0,562.842712474619,3.1910759391237464,ch0,0,0,0,2.0348326928333527,-0.18200609,407.65503,7517.9053,257.95425,0.022121152,0.16642135
1642254_20ch0,220720,1642254,1642275,19:03:25.176000000,19:03:25.176000000,288.3273071293363,299.666481275434,308.7069808086626,44100.0,1318.4671708797582,3.136824256613602,ch0,0,0,0,1.2971031839846583,-0.18200609,407.65503,7517.9053,257.95425,0.022121152,0.16642135
1658626_20ch0,220720,1658626,1658639,19:03:25.972000000,19:03:25.972000000,146.26105761001182,131.52946437965906,143.17821063276352,5600.0,312.78174593052023,1.3902244045643914,ch0,0,0,0,2.46239418922759,-0.22304305,407.58194,7519.623,257.8967,0.004214134,0.23544955
1658626_20ch0,220720,1658626,1658657,19:03:25.972000000,19:03:25.972000000,360.8339687626701,352.2782990761707,363.59317925395686,52200.0,1736.812408671319,4.598598142215512,ch0,0,0,0,1.4870052954393471,-0.22304305,407.58194,7519.623,257.8967,0.004214134,0.23544955
1861831_20ch0,220720,1861831,1861867,19:03:37.875000000,19:03:37.875000000,411.95070621344735,452.2167621838005,462.709412050371,88000.0,1745.0966799187809,2.7538891080088184,ch0,0,0,0,1.3306900795155094,-0.008557806,406.60672,7538.045,257.83105,0.0,0.08295138
1861831_20ch0,220720,1861831,1861839,19:03:37.875000000,19:03:37.875000000,144.93633914809377,136.01470508735443,144.22205101855957,4400.0,315.208152801713,1.796934898738548,ch0,0,0,0,3.388995982802831,-0.008557806,406.60672,7538.045,257.83105,0.0,0.08295138
1874727_20ch0,220720,1874727,1874781,19:03:39.716000000,19:03:39.716000000,715.2904529615373,771.621668954417,781.0889834071404,205800.0,3957.827919510468,6.0570140512304285,ch0,0,0,0,1.5829039213784184,0.10674808,406.5501,7538.069,257.78113,0.009545012,0.087212
